,year,artist,song,points
0,2012,Rihanna,Diamonds,4152
1,2012,Miguel,Adorn,4166
2,2012,Alicia Keys Featuring Nicki Minaj,Girl On Fire,4172
3,2012,Frank Ocean,Thinkin Bout You,4188
4,2012,Chris Brown,Don't Judge Me,4245
5,2012,Anita Baker,Lately,4311
6,2012,Ciara,Sorry,4330
7,2012,Avant Featuring KeKe Wyatt,You & I,4345
8,2012,Kelly Rowland Featuring Lil Wayne,Ice,4347
9,2012,Rihanna Featuring A$AP Rocky,Cockiness (Love It),4380
10,2012,Trey Songz Featuring T.I.,2 Reasons,4385
11,2012,Miguel,Do You...,4421
12,2012,The Weeknd,Wicked Games,4422
13,2012,Usher,Dive,4428
14,2012,Jonn Hart Featuring IamSU!,Who Booty,4467
15,2012,Trey Songz,Heart Attack,4497
16,2012,Beyonce,Dance For You,4512
17,2012,Trey Songz,Dive In,4523
18,2012,Brandy Featuring Chris Brown,Put It Down,4592
19,2012,Keyshia Cole Featuring Lil Wayne,Enough Of No Love,4638
20,2012,Charlie Wilson,My Love Is All I Have,4769
21,2012,Frank Ocean,Pyramids,4784
22,2012,Frank Ocean Featuring Earl Sweatshirt,Super Rich Kids,4791
23,2012,Keyshia Cole,Trust And Believe,4804
24,2012,Mary J. Blige,Don't Mind,4826
25,2012,Rihanna Featuring Future,Loveeeeeee Song,4906
26,2012,Rihanna,Pour It Up,4929
27,2012,Ne-Yo Featuring Wiz Khalifa,Don't Make Em Like You,4931
28,2012,Usher Featuring Rick Ross,Lemme See,4976
29,2012,Alicia Keys,Brand New Me,4986
30,2012,CeeLo Green,"Mary, Did You Know?",5005
31,2012,Rihanna Featuring Chris Brown,Nobodys Business,5011
32,2012,Drake,Doing It Wrong,5024
33,2012,Tamar Braxton,Love And War,5063
34,2012,R. Kelly,Feelin' Single,5080
35,2012,Omarion Featuring Rick Ross,Let's Talk,5084
36,2012,Ne-Yo,Lazy Love,5085
37,2012,CeeLo Green,What Christmas Means To Me,5091
38,2012,Nicholas David,What's Going On,5162
39,2012,Trevin Hunte,And I Am Telling You I'm Not Going,5162
40,2012,Rihanna Featuring Eminem,Numb,5167
41,2012,Amanda Brown,(You Make Me Feel Like) A Natural Woman,5168
42,2012,Alicia Keys Duet With Maxwell,Fire We Make,5171
43,2012,Rihanna,Phresh Out The Runway,5172
44,2012,The-Dream Featuring Pusha T,Dope Chick,5172
45,2012,Faith Evans,Tears Of Joy,5172
46,2012,Ne-Yo,Miss Right,5173
47,2012,Omarion & Wale,M.I.A.,5173
48,2012,Trevin Hunte,How Am I Supposed To Live Without You,5174
49,2012,Trevin Hunte,When A Man Loves A Woman,5174
50,2012,Ne-Yo Featuring Fabolous & Diddy,Should Be You,5175
51,2012,The Weeknd,High For This,5175
52,2012,Rihanna,Jump,5176
53,2012,Trevin Hunte,The Greatest Love Of All,5176
54,2013,Robin Thicke Featuring T.I. + Pharrell,Blurred Lines,1534
55,2013,Justin Timberlake Featuring JAY Z,Suit & Tie,1645
56,2013,Ciara,Body Party,2504
57,2013,August Alsina Featuring Trinidad James,I Luv This Sh*t,2746
58,2013,Rihanna,Pour It Up,2753
59,2013,Alicia Keys Duet With Maxwell,Fire We Make,2828
60,2013,Emeli Sande,Next To Me,3064
61,2013,Rihanna,Diamonds,3123
62,2013,Miguel,Adorn,3141
63,2013,K. Michelle,V.S.O.P.,3141
64,2013,Chris Brown Featuring Nicki Minaj,Love More,3218
65,2013,Justin Timberlake,Take Back The Night,3235
66,2013,Alicia Keys Featuring Nicki Minaj,Girl On Fire,3302
67,2013,Anthony Hamilton,Best Of Me,3329
68,2013,Rihanna Featuring Future,Loveeeeeee Song,3332
69,2013,Tamar Braxton,The One,3336
70,2013,Mariah Carey Featuring Miguel,#Beautiful,3341
71,2013,Tamar Braxton,Love And War,3346
72,2013,Robin Thicke Featuring Kendrick Lamar,Give It 2 U,3346
73,2013,Miguel,How Many Drinks?,3347
74,2013,Drake Featuring Majid Jordan,"Hold On, We're Going Home",3359
75,2013,Fantasia,Lose To Win,3360
76,2013,Chris Brown,Fine China,3378
77,2013,Fantasia Featuring Kelly Rowland & Missy Elliott,Without Me,3404
78,2013,Sean Kingston Featuring Chris Brown & Wiz Khalifa,Beat It,3408
79,2013,Kelly Rowland,Kisses Down Low,3465
80,2013,Jaheim,Age Ain't A Factor,3634
81,2013,John Legend,All Of Me,3647
82,2013,Ciara Featuring Nicki Minaj,I'm Out,3684
83,2013,Chris Brown Featuring Aaliyah,Don't Think They Know,3717
84,2013,Mario Featuring Nicki Minaj,Somebody Else,3740
85,2013,Sevyn Streeter Featuring Chris Brown,It Won't Stop,3785
86,2013,R. Kelly Featuring 2 Chainz,My Story,3795
87,2013,Keyshia Cole,Trust And Believe,3863
88,2013,Avant Featuring KeKe Wyatt,You & I,3925
89,2013,Chrisette Michele,A Couple Of Forevers,3975
90,2013,Justin Timberlake,TKO,4008
91,2013,The Weeknd,Wicked Games,4022
92,2013,Tamela Mann,Take Me To The King,4039
93,2013,Alicia Keys,Brand New Me,4045
94,2013,Jonn Hart Featuring IamSU!,Who Booty,4049
95,2013,Miguel,Do You...,4050
96,2013,T-Pain Featuring B.o.B,Up Down (Do This All Day),4056
97,2013,Jeremih Featuring Lil Wayne & Natasha Mosley,All The Time,4063
98,2013,Kelly Rowland,Dirty Laundry,4091
99,2013,Maejor Ali Featuring Juicy J & Justin Bieber,Lolly,4096
100,2013,Frank Ocean,Thinkin Bout You,4112
101,2013,Charlie Wilson,My Love Is All I Have,4155
102,2013,Kat Dahlia,Gangsta,4179
103,2013,Omarion & Wale,M.I.A.,4190
104,2013,Tamar Braxton,All The Way Home,4240
105,2013,Drake,Own It,4250
106,2013,Trey Songz,Fumble,4281
107,2013,Chris Brown,Don't Judge Me,4321
108,2013,B. Smyth Featuring 2 Chainz,Leggo,4328
109,2013,Justin Timberlake,Pusher Love Girl,4331
110,2013,Toni Braxton & Babyface,Hurt You,4347
111,2013,Sevyn Streeter,I Like It,4385
112,2013,Trey Songz,Simply Amazing,4405
113,2013,Faith Evans,Tears Of Joy,4454
114,2013,Emeli Sande,My Kind Of Love,4490
115,2013,Frank Ocean,Pyramids,4551
116,2013,Ray J Featuring Bobby Brackins,I Hit It First,4561
117,2013,Drake,Connect,4582
118,2013,Sebastian Mikael Featuring Wale,Last Night,4599
119,2013,Rihanna Featuring A$AP Rocky,Cockiness (Love It),4609
120,2013,Rihanna Featuring Chris Brown,Nobodys Business,4619
121,2013,Ty Dolla $ign Featuring B.o.B,Paranoid,4653
122,2013,Joe,I'd Rather Have A Love,4703
123,2013,Robin Thicke,For The Rest Of My Life,4715
124,2013,Justin Bieber Featuring Drake,Right Here,4738
125,2013,Tyga & Justin Bieber,Wait For A Minute,4773
126,2013,Janelle Monae Featuring Miguel,PrimeTime,4790
127,2013,John Legend Featuring Rick Ross,Who Do We Think We Are,4792
128,2013,Mack Wilds,Own It,4828
129,2013,Rico Love,They Don't Know,4834
130,2013,Ciara,Sorry,4840
131,2013,The Weeknd Featuring Drake,Live For,4842
132,2013,Eric Benet,News For You,4861
133,2013,Drake,Doing It Wrong,4867
134,2013,Justin Timberlake,Tunnel Vision,4912
135,2013,Frank Ocean Featuring Earl Sweatshirt,Super Rich Kids,4942
136,2013,Justin Timberlake,Don't Hold The Wall,4987
137,2013,Justin Timberlake,That Girl,4991
138,2013,Justin Timberlake,Strawberry Bubblegum,4991
139,2013,Jason Derulo Featuring 2 Chainz,Talk Dirty,4995
140,2013,Anita Baker,Lately,4998
141,2013,Tamar Braxton,Hot Sugar,5009
142,2013,SoMo,Ride,5009
143,2013,Mindless Behavior,Keep Her On The Low,5012
144,2013,R. Kelly,When A Man Lies,5016
145,2013,T.Rone,Hello Love (F.U.),5021
146,2013,Justin Bieber,Recovery,5073
147,2013,Michael Jackson,Thriller,5075
148,2013,Candice Glover,I Am Beautiful,5078
149,2013,Justin Timberlake,Let The Groove Get In,5081
150,2013,Justin Timberlake,Drink You Away,5082
151,2013,Justin Bieber,Bad Day,5082
152,2013,Justin Timberlake,Blue Ocean Floor,5086
153,2013,Justin Timberlake,Spaceship Coupe,5089
154,2014,Pharrell Williams,Happy,1118
155,2014,John Legend,All Of Me,1616
156,2014,Chris Brown Feat. Lil Wayne & Tyga,Loyal,2153
157,2014,Jason Derulo Featuring 2 Chainz,Talk Dirty,2257
158,2014,Tinashe Featuring ScHoolboy Q,2 On,2470
159,2014,Jeremih Featuring YG,Don't Tell 'Em,2645
160,2014,Jason Derulo Featuring Snoop Dogg,Wiggle,2755
161,2014,Beyonce,Partition,2825
162,2014,Trey Songz,Na Na,2830
163,2014,Beyonce Featuring Jay Z,Drunk In Love,2869
164,2014,Ty Dolla $ign Featuring Wiz Khalifa & DJ Mustard,Or Nah,2930
165,2014,Chris Brown Featuring Usher & Rick Ross,New Flame,2974
166,2014,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,***Flawless,2974
167,2014,Jhene Aiko,The Worst,3021
168,2014,Trey Songz Featuring Nicki Minaj,"Touchin, Lovin",3090
169,2014,T-Pain Featuring B.o.B,Up Down (Do This All Day),3117
170,2014,Pharrell Williams,Come Get It Bae,3160
171,2014,SoMo,Ride,3172
172,2014,Ty Dolla $ign Featuring B.o.B,Paranoid,3238
173,2014,Aloe Blacc,The Man,3378
174,2014,Michael Jackson & Justin Timberlake,Love Never Felt So Good,3381
175,2014,Beyonce,XO,3435
176,2014,John Legend,You & I (Nobody In The World),3445
177,2014,Justin Bieber Featuring Chance The Rapper,Confident,3449
178,2014,Usher,Good Kisser,3460
179,2014,Adrian Marcel Featuring Sage The Gemini,2AM.,3473
180,2014,Trey Songz,Foreign,3485
181,2014,"DJ Khaled Featuring Chris Brown, August Alsina, Future & Jeremih",Hold You Down,3559
182,2014,The Weeknd,Often,3579
183,2014,Bando Jonez,Sex You,3635
184,2014,Beyonce,Pretty Hurts,3645
185,2014,Wiz Khalifa,Promises,3693
186,2014,K. Michelle,Can't Raise A Man,3739
187,2014,Usher Featuring Nicki Minaj,She Came To Give It To You,3763
188,2014,Rico Love,They Don't Know,3802
189,2014,PARTYNEXTDOOR Featuring Drake,Recognize,3804
190,2014,August Alsina,No Love,3882
191,2014,I LOVE MAKONNEN Featuring Drake,Tuesday,3916
192,2014,August Alsina Featuring B.o.B & Yo Gotti,Numb,3958
193,2014,Trey Songz,SmartPhones,4002
194,2014,Tamar Braxton,All The Way Home,4124
195,2014,Sevyn Streeter Featuring Chris Brown,It Won't Stop,4134
196,2014,Chris Brown Featuring Jhene Aiko,Drunk Texting,4191
197,2014,Tinashe Featuring A$AP Rocky,Pretend,4233
198,2014,Teyana Taylor Featuring Pusha T & Yo Gotti,Maybe,4233
199,2014,Drake Featuring Majid Jordan,"Hold On, We're Going Home",4280
200,2014,Ne-Yo Featuring Juicy J,She Knows,4281
201,2014,Sevyn Streeter,nEXt,4282
202,2014,Chris Brown,X,4362
203,2014,Janelle Monae Featuring Miguel,PrimeTime,4382
204,2014,Ne-Yo Featuring Jeezy,Money Can't Buy,4384
205,2014,Robin Thicke,For The Rest Of My Life,4387
206,2014,Robin Thicke,Get Her Back,4445
207,2014,Trey Songz,What's Best For You,4471
208,2014,Tamar Braxton Featuring Future,Let Me Know,4473
209,2014,Toni Braxton & Babyface,Hurt You,4476
210,2014,Robin Thicke Featuring T.I. + Pharrell,Blurred Lines,4480
211,2014,August Alsina Featuring Jeezy,Make It Home,4481
212,2014,Jasmine V Featuring Kendrick Lamar,That's Me Right There,4483
213,2014,Mary J. Blige,Whole Damn Year,4589
214,2014,Mariah Carey,You're Mine (Eternal),4617
215,2014,Kem,It's You,4621
216,2014,Justin Timberlake,TKO,4639
217,2014,Beyonce Featuring Drake,Mine,4667
218,2014,August Alsina Featuring Rich Homie Quan Or Yo Gotti,Ghetto,4695
219,2014,Usher Featuring Juicy J,I Don't Mind,4698
220,2014,Maejor Ali Featuring Juicy J & Justin Bieber,Lolly,4699
221,2014,Ledisi,I Blame You,4705
222,2014,Chris Brown Featuring Akon,Came To Do,4705
223,2014,August Alsina Featuring Trinidad James,I Luv This Sh*t,4709
224,2014,R. Kelly Featuring 2 Chainz,My Story,4761
225,2014,Mack Wilds,Own It,4764
226,2014,Chris Brown Featuring Nicki Minaj,Love More,4771
227,2014,AverySunshine,Call My Name,4778
228,2014,K. Michelle,Love 'Em All,4841
229,2014,Chris Brown Featuring Kendrick Lamar,Autumn Leaves,4850
230,2014,"George Tandy, Jr.",March,4854
231,2014,Tyga & Justin Bieber,Wait For A Minute,4854
232,2014,Michael Jackson,Slave To The Rhythm,4914
233,2014,Beyonce,7/11,4954
234,2014,Omarion Featuring Chris Brown & Jhene Aiko,Post To Be,4994
235,2014,Kevin Ross,This Is My Wish,5005
236,2014,Alicia Keys Featuring Kendrick Lamar,It's On Again,5012
237,2014,Childish Gambino,Sober,5018
238,2014,Beyonce,Ring Off,5083
239,2014,Jhene Aiko Featuring Cocaine 80s,To Love & Die,5093
240,2014,Michael Jackson,Chicago,5095
241,2014,Chris Brown Featuring Trey Songz,Songs On 12 Play,5097
242,2014,Michael Jackson,Loving You,5098
243,2014,Michael Jackson,A Place With No Name,5098
244,2014,Tank,You're My Star,5098
245,2014,Jhene Aiko,The Pressure,5098
246,2014,August Alsina,Kissin' On My Tattoos,5098
247,2014,Mila J Featuring Ty Dolla $ign,My Main,5099
248,2014,Kelly Price,It's My Time,5100
249,2014,Michael Jackson,Thriller,5155
250,2014,Michael Jackson,Billie Jean,5156
251,2014,Tessanne Chin,I Have Nothing,5157
252,2014,Chris Jamison,Sexual Healing,5165
253,2014,Pharrell Williams,Marilyn Monroe,5165
254,2015,Omarion Featuring Chris Brown & Jhene Aiko,Post To Be,1826
255,2015,Jeremih Featuring J. Cole,Planez,2093
256,2015,The Weeknd,Earned It (Fifty Shades Of Grey),2209
257,2015,The Weeknd,The Hills,2375
258,2015,Jidenna Featuring Roman GianArthur,Classic Man,2543
259,2015,Alessia Cara,Here,2665
260,2015,Rihanna,B**** Better Have My Money,2746
261,2015,Natalie La Rose Featuring Jeremih,Somebody,2774
262,2015,The Weeknd,Can't Feel My Face,2789
263,2015,Chris Brown & Tyga,Ayo,2802
264,2015,Trey Songz,Slow Motion,2845
265,2015,Rihanna & Kanye West & Paul McCartney,FourFiveSeconds,3126
266,2015,Janelle Monae & Jidenna,Yoga,3172
267,2015,Bryson Tiller,Don't,3243
268,2015,Beyonce,7/11,3249
269,2015,Miguel,Coffee,3269
270,2015,Tinashe Featuring Iggy Azalea,All Hands On Deck,3304
271,2015,Usher Featuring Juicy J,I Don't Mind,3316
272,2015,Chris Brown,Liquor,3328
273,2015,Janet Featuring J. Cole,No Sleeep,3438
274,2015,Ciara,I Bet,3451
275,2015,Tyrese,Shame,3526
276,2015,A$AP Rocky,L$D,3528
277,2015,Trey Songz,About You,3584
278,2015,Jamie Foxx Featuring Chris Brown,You Changed Me,3597
279,2015,Nelly Featuring Jeremih,The Fix,3691
280,2015,Jeremih,Paradise,3709
281,2015,Ne-Yo Featuring Juicy J,She Knows,3736
282,2015,Omarion Featuring Kid Ink & French Montana,I'm Up,3745
283,2015,Kem,Nobody,3759
284,2015,Kanye West Featuring Paul McCartney,Only One,3768
285,2015,The Weeknd,Tell Your Friends,3817
286,2015,Childish Gambino,Sober,3856
287,2015,The Weeknd,Acquainted,3885
288,2015,Empire Cast Featuring Jussie Smollett,Good Enough,3916
289,2015,The Weeknd Featuring Ed Sheeran,Dark Times,3964
290,2015,Tink,Million,3987
291,2015,Empire Cast Featuring V. Bozeman,What Is Love,4013
292,2015,K. Michelle,Love 'Em All,4070
293,2015,D'Angelo And The Vanguard,Really Love,4152
294,2015,The Weeknd,Real Life,4156
295,2015,I LOVE MAKONNEN Featuring Drake,Tuesday,4188
296,2015,Natalie La Rose Featuring Fetty Wap,Around The World,4202
297,2015,Empire Cast Featuring Jussie Smollett & Yazz,You're So Beautiful,4218
298,2015,Sevyn Streeter Featuring Chris Brown,Don't Kill The Fun,4267
299,2015,D.R.A.M.,Cha Cha,4273
300,2015,Jill Scott,Fool's Gold,4291
301,2015,The Weeknd,In The Night,4294
302,2015,Tamar Braxton Featuring Future,Let Me Know,4305
303,2015,Bryson Tiller,Exchange,4338
304,2015,AverySunshine,Call My Name,4373
305,2015,Empire Cast Featuring Estelle & Jussie Smollett,Conqueror,4402
306,2015,The Weeknd,Often,4419
307,2015,Jodeci,Every Moment,4424
308,2015,The Weeknd Featuring Lana Del Rey,Prisoner,4468
309,2015,Tory Lanez,Say It,4491
310,2015,The Weeknd,Shameless,4494
311,2015,Kirk Franklin,Wanna Be Happy?,4513
312,2015,Empire Cast Featuring Jussie Smollett,Keep Your Money,4588
313,2015,"DJ Khaled Featuring Chris Brown, August Alsina, Future & Jeremih",Hold You Down,4598
314,2015,Tamar Braxton,If I Don't Have You,4610
315,2015,Tinashe Featuring Chris Brown,Player,4623
316,2015,Bryson Tiller,Sorry Not Sorry,4645
317,2015,Teyana Taylor Featuring Pusha T & Yo Gotti,Maybe,4670
318,2015,The Weeknd Featuring Labrinth,Losers,4670
319,2015,PARTYNEXTDOOR Featuring Drake,Recognize,4679
320,2015,The Weeknd,Angel,4684
321,2015,Drake Featuring PARTYNEXTDOOR,Wednesday Night Interlude,4686
322,2015,August Alsina,No Love,4714
323,2015,K. Michelle,Hard To Do,4714
324,2015,JR Castro Featuring Kid Ink & Migos,Get Home,4758
325,2015,Jeremih Featuring YG,Don't Tell 'Em,4765
326,2015,Bryson Tiller,Let 'Em Know,4765
327,2015,"DJ Khaled Featuring Trey Songz, Future & Jeremih",You Mine,4767
328,2015,Wiz Khalifa,Promises,4780
329,2015,Jazmine Sullivan,Let It Burn,4784
330,2015,Monica Featuring Lil Wayne,Just Right For Me,4789
331,2015,"DJ Khaled Featuring Chris Brown, August Alsina & Fetty Wap",Gold Slugs,4828
332,2015,Mariah Carey,Infinity,4829
333,2015,Ciara,Dance Like We're Making Love,4842
334,2015,Bryson Tiller,Been That Way,4844
335,2015,Chris Brown,Back To Sleep,4893
336,2015,Michael Jackson,Thriller,4901
337,2015,The Weeknd,Where You Belong,4913
338,2015,Snoop Dogg Featuring Stevie Wonder,California Roll,4918
339,2015,Chris Brown Featuring Jhene Aiko,Drunk Texting,4933
340,2015,Snakehips Featuring Tinashe & Chance The Rapper,All My Friends,4937
341,2015,Ne-Yo,Religious,4939
342,2015,Mila J Featuring Ty Dolla $ign,My Main,4940
343,2015,Trey Songz,What's Best For You,4940
344,2015,Justin Timberlake,Drink You Away,4970
345,2015,Robin Thicke Featuring Nicki Minaj,Back Together,4998
346,2015,Miguel Featuring Chris Brown & Future,Simple Things,5002
347,2015,Mary J. Blige,Whole Damn Year,5009
348,2015,The Weeknd,As You Are,5011
349,2015,Bryson Tiller,Right My Wrongs,5015
350,2015,Ne-Yo,Coming With You,5019
351,2015,Elijah Blake Featuring DeJ Loaf,I Just Wanna..,5022
352,2015,Tinashe Featuring A$AP Rocky,Pretend,5022
353,2015,Trey Songz Featuring Nicki Minaj,"Touchin, Lovin",5063
354,2016,Rihanna,Needed Me,1392
355,2016,PARTYNEXTDOOR Featuring Drake,Come And See Me,1937
356,2016,Drake Featuring WizKid & Kyla,One Dance,1968
357,2016,Rihanna Featuring Drake,Work,2389
358,2016,Rihanna,Love On The Brain,2421
359,2016,Ro James,Permission,2633
360,2016,Rihanna,Sex With Me,2666
361,2016,Drake,Controlla,2737
362,2016,Beyonce,Formation,2754
363,2016,Jeremih,Oui,2807
364,2016,Beyonce,Hold Up,2873
365,2016,Andra Day,Rise Up,2879
366,2016,Tory Lanez,Luv,2965
367,2016,Chris Brown,Grass Ain't Greener,3007
368,2016,Snakehips Featuring Tinashe & Chance The Rapper,All My Friends,3178
369,2016,Rihanna,Desperado,3237
370,2016,Usher Featuring Young Thug,No Limit,3278
