,year,artist,song,points
753,2019,"Tyler, The Creator","Gone, Gone / Thank You",5083
754,2020,The Weeknd,Blinding Lights,84
755,2020,Jhene Aiko Featuring H.E.R.,B.S.,1418
756,2020,Chris Brown & Young Thug,Go Crazy,2108
757,2020,Doja Cat Featuring Gucci Mane,Like That,2319
758,2020,Chloe X Halle,Do It,2399
759,2020,Doja Cat,Say So,2461
760,2020,Justin Bieber,Yummy,2625
761,2020,Justin Bieber Featuring Quavo,Intentions,2694
762,2020,PARTYNEXTDOOR & Rihanna,Believe It,2765
763,2020,Jhene Aiko,P*$$y Fairy (OTW),2915
764,2020,Ne-Yo & Jeremih,U 2 Luv,2951
765,2020,Kehlani Featuring Tory Lanez,Can I,2998
766,2020,Khalid x Disclosure,Know Your Worth,3046
767,2020,Trey Songz Featuring Summer Walker,Back Home,3068
768,2020,Usher Featuring Ella Mai,Don't Waste My Time,3165
769,2020,Skip Marley & H.E.R.,Slow Down,3214
770,2020,Alicia Keys,Underdog,3307
771,2020,The Weeknd,Heartless,3401
772,2020,H.E.R. Featuring YG,Slide,3467
773,2020,Summer Walker & Usher,Come Thru,3472
774,2020,Tory Lanez Featuring Chris Brown,The Take,3478
775,2020,PARTYNEXTDOOR Featuring Drake,Loyal,3575
776,2020,Queen Naija,Pack Lite,3590
777,2020,Giveon,Like I Want You,3611
778,2020,The Weeknd,After Hours,3637
779,2020,Queen Naija,Butterflies Pt. 2,3648
780,2020,K Camp Featuring Jacquees,What's On Your Mind,3697
781,2020,Trippie Redd & PARTYNEXTDOOR,Excitement!,3703
782,2020,VEDO,You Got It,3792
783,2020,SZA Featuring Ty Dolla $ign,Hit Different,3799
784,2020,Kem,Lie To Me,3937
785,2020,Kehlani,Toxic,4025
786,2020,Mahalia Featuring Ella Mai,What You Did,4045
787,2020,Usher,Bad Habits,4128
788,2020,Snoh Aalegra,I Want You Around,4153
789,2020,Beyonce,Black Parade,4169
790,2020,SZA X Justin Timberlake,The Other Side,4203
791,2020,Doja Cat & Tyga,Juicy,4204
792,2020,Tory Lanez & T-Pain,Jerry Sprunger,4217
793,2020,Rotimi Featuring Wale,In My Bed,4243
794,2020,Ali Gatie,What If I Told You That I Love You,4259
795,2020,Bryson Tiller Featuring Drake,Outta Time,4269
796,2020,DaniLeigh Featuring Chris Brown,Easy,4274
797,2020,Ella Mai,Not Another Love Song,4292
798,2020,Queen Naija Featuring Lil Druk,Lie To Me,4317
799,2020,Khalid,Eleven,4346
800,2020,Lizzo,Good As Hell,4365
801,2020,Jhene Aiko Featuring Mila J,On The Way,4385
802,2020,Yung Bleu Featuring Drake,You're Mines Still,4404
803,2020,Drake,Time Flies,4482
804,2020,H.E.R.,Damage,4493
805,2020,Foushee,Deep End,4504
806,2020,Jhene Aiko Featuring Future & Miguel,Happiness Over Everything (H.O.E.),4526
807,2020,Summer Walker Featuring Jhene Aiko,I'll Kill You,4526
808,2020,"Layton Greene, Lil Baby, City Girls & PnB Rock",Leave Em Alone,4542
809,2020,Brent Faiyaz,Dead Man Walking,4588
810,2020,Kaash Paige,Love Songs,4615
811,2020,Alicia Keys Featuring Miguel,Show Me Love,4659
812,2020,Toni Braxton,Do It,4670
813,2020,Jhene Aiko Featuring Big Sean,None Of Your Concern,4689
814,2020,Brent Faiyaz,Clouded,4699
815,2020,Drake Featuring Chris Brown,Not You Too,4739
816,2020,Doja Cat,Freak,4747
817,2020,Khalid,Up All Night,4759
818,2020,Charlie Wilson,One I Got,4765
819,2020,Snoh Aalegra Featuring Pharrell,Whoa,4778
820,2020,Justin Bieber Featuring Post Malone & Clever,Forever,4812
821,2020,Justin Bieber Featuring Kehlani,Get Me,4832
822,2020,Bryson Tiller,Always Forever,4836
823,2020,John Legend,Conversations In The Dark,4839
824,2020,Kehlani Featuring Keyshia Cole,All Me,4839
825,2020,"Ty Dolla $ign Featuring Kanye West, FKA twigs & Skrillex",Ego Death,4841
826,2020,Lizzo,Cuz I Love You,4842
827,2020,Yella Beezy Featuring Chris Brown,Restroom Occupied,4857
828,2020,Summer Walker,Playing Games,4872
829,2020,August Alsina & Rick Ross,Entanglements,4907
830,2020,Bryson Tiller,Inhale,4908
831,2020,Jazmine Sullivan,Pick Up Your Feelings,4918
832,2020,Doja Cat,Candy,4921
833,2020,Tory Lanez,Temperature Rising,4921
834,2020,Chris Brown Featuring Drake,No Guidance,4956
835,2020,Chris Brown Featuring Gunna,Heat,4968
836,2020,John Legend & Gary Clark Jr.,Wild,4996
837,2020,Jacquees & Chris Brown,Put In Work,4997
838,2020,Monica X Lil Baby,Trenches,5000
839,2020,Giveon,Stuck On You,5012
840,2020,Brent Faiyaz,Fuck The World (Summer In London),5019
841,2020,Mariah Carey Featuring Ariana Grande & Jennifer Hudson,Oh Santa!,5061
842,2020,Ty Dolla $ign Featuring Jhene Aiko & Mustard,By Yourself,5071
843,2020,The Weeknd,Alone Again,5072
844,2020,Summer Walker & PARTYNEXTDOOR,My Affection,5073
845,2020,The Weeknd,Scared To Live,5073
846,2020,Summer Walker,Let It Go,5075
847,2020,The Weeknd,Too Late,5077
848,2020,The Weeknd,Snowchild,5077
849,2020,Alicia Keys Featuring Khalid,So Done,5078
850,2020,Bill Withers,Ain't No Sunshine,5079
851,2020,Kehlani Featuring Jhene Aiko,Change Your Life,5079
852,2020,The Weeknd,Escape From LA,5080
853,2020,Kehlani,F&MU,5080
854,2021,Yung Bleu Featuring Drake,You're Mines Still,1540
855,2021,Giveon,Heartbreak Anniversary,2290
856,2021,Giveon,Like I Want You,2295
857,2021,Wizkid Featuring Justin Bieber & Tems,Essence,2384
858,2021,Ella Mai,Not Another Love Song,2493
859,2021,Silk Sonic (Bruno Mars & Anderson .Paak),Leave The Door Open,2586
860,2021,Doja Cat & The Weeknd,You Right,2802
861,2021,Justin Bieber Featuring Daniel Caesar & Giveon,Peaches,2870
862,2021,Doja Cat,Woman,2950
863,2021,Brent Faiyaz,Dead Man Walking,3000
864,2021,T-Pain & Kehlani,I Like Dat,3013
865,2021,H.E.R. Featuring Chris Brown,Come Through,3028
866,2021,Tank,Can't Let It Show,3094
867,2021,"Brent Faiyaz & DJ Dahi Featuring Tyler, The Creator",Gravity,3103
868,2021,Pink Sweat$ Featuring Kehlani,At My Worst,3118
869,2021,Normani Featuring Cardi B,Wild Side,3154
870,2021,Jazmine Sullivan,Pick Up Your Feelings,3166
871,2021,Jazmine Sullivan Featuring H.E.R.,Girl Like Me,3204
872,2021,Ne-Yo & Jeremih,U 2 Luv,3255
873,2021,Doja Cat,Streets,3261
874,2021,SZA,Good Days,3322
875,2021,Giveon,Still Your Best,3347
876,2021,Mooski,Track Star,3347
877,2021,Giveon,Stuck On You,3389
878,2021,Capella Grey,Gyalis,3468
879,2021,Brent Faiyaz Featuring Drake,Wasting Time,3569
880,2021,Chris Brown & Young Thug,Go Crazy,3669
881,2021,Silk Sonic (Bruno Mars & Anderson .Paak),Skate,3685
882,2021,VEDO,You Got It,3779
883,2021,Snoh Aalegra,Lost You,3797
884,2021,Giveon,All To Me,3860
885,2021,Foushee,Deep End,3886
886,2021,Chloe,Have Mercy,3915
887,2021,H.E.R.,Damage,3928
888,2021,D-Nice Featuring Ne-Yo & Kent Jones,No Plans For Love,4065
889,2021,Doja Cat,Been Like This,4082
890,2021,Robin Thicke,Look Easy,4099
891,2021,Ari Lennox,Pressure,4132
892,2021,Jazmine Sullivan Featuring Ari Lennox,On It,4147
893,2021,Usher,Bad Habits,4153
894,2021,The Weeknd,Blinding Lights,4154
895,2021,Leela James,Complicated,4173
896,2021,Doja Cat,Freak,4222
897,2021,Giveon,For Tonight,4239
898,2021,Bryson Tiller Featuring Drake,Outta Time,4267
899,2021,Jam & Lewis x Babyface,He Don't Know Nothin' Bout It,4361
900,2021,"Earth, Wind & Fire Featuring Lucky Daye",You Want My Love,4364
901,2021,Drake,Race My Mind,4428
902,2021,Summer Walker & JT,Ex For A Reason,4431
903,2021,"DJ Khaled Featuring Bryson Tiller, Lil Baby & Roddy Ricch",Body In Motion,4431
904,2021,Doja Cat,Love To Dream,4434
905,2021,Drake Featuring Tems,Fountains,4457
906,2021,Drake Featuring Ty Dolla $ign,Get Along Better,4464
907,2021,Brent Faiyaz,Clouded,4473
908,2021,Anthony Hamilton,You Made A Fool Of Me,4484
909,2021,Kiana Lede & Kehlani,Ur Best Friend,4519
910,2021,Yung Bleu & Kehlani,Beautiful Lies,4520
911,2021,RealestK,WFM,4549
912,2021,Drake,Fucking Fans,4569
913,2021,K Camp Featuring Jacquees,What's On Your Mind,4583
914,2021,H.E.R. Featuring Lil Baby,Find A Way,4595
915,2021,Silk Sonic (Bruno Mars & Anderson .Paak),Smokin Out The Window,4653
916,2021,Summer Walker & SZA,No Love,4685
917,2021,Ty Dolla $ign Featuring Jhene Aiko & Mustard,By Yourself,4702
918,2021,Summer Walker,Insane,4732
919,2021,Summer Walker & Cardi B,Bitter,4735
920,2021,Summer Walker Featuring Lil Durk,Toxic,4748
921,2021,Summer Walker & Ari Lennox,Unloyal,4751
922,2021,Summer Walker,Throw It Away,4754
923,2021,Kali Uchis & PARTYNEXTDOOR Or SZA,Fue Mejor,4756
924,2021,Queen Naija,Pack Lite,4770
925,2021,SZA Featuring Ty Dolla $ign,Hit Different,4778
926,2021,Russ Featuring Capella Grey,Seduce,4820
927,2021,Summer Walker,Reciprocate,4840
928,2021,Summer Walker,Constant Bulls**t,4849
929,2021,Toni Braxton Featuring H.E.R.,Gotta Move On,4851
930,2021,Queen Naija Featuring Lil Druk,Lie To Me,4852
931,2021,Tems Featuring Brent Faiyaz,Found,4857
932,2021,H.E.R.,Every Kind Of Way,4860
933,2021,Jhene Aiko Featuring H.E.R.,B.S.,4864
934,2021,Doja Cat,Imagine,4923
935,2021,Majid Jordan,Waves Of Blue,4930
936,2021,Chloe X Halle,Do It,5000
937,2021,Silk Sonic (Bruno Mars & Anderson .Paak) With Thundercat & Bootsy Collins,After Last Night,5000
938,2021,Queen Naija & Ari Lennox,Set Him Up,5001
939,2021,Khalid,Present,5003
940,2021,Silk Sonic (Bruno Mars & Anderson .Paak),Fly As Me,5008
941,2021,Swae Lee & Jhene Aiko,In The Dark,5013
942,2021,SZA,I Hate U,5053
943,2021,Adele With Erroll Garner,All Night Parking (Interlude),5067
944,2021,Ant Clemons Featuring Justin Timberlake,Better Days,5074
945,2021,DJ Khaled Featuring H.E.R. & Migos,We Going Crazy,5074
946,2021,Mariah Carey Featuring Ariana Grande & Jennifer Hudson,Oh Santa!,5075
947,2021,H.E.R.,We Made It,5077
948,2021,Brent Faiyaz,Mercedes,5078
949,2021,H.E.R. Featuring Yung Bleu,Paradise,5081
950,2021,Mary J. Blige,Good Morning Gorgeous,5082
951,2021,dvsn & Ty Dolla $ign,Memories,5083
952,2021,"DJ Khaled Featuring Bryson Tiller, H.E.R. & Meek Mill",I Can Have It All,5083
953,2021,"dvsn, Ty Dolla $ign & Mac Miller",I Believed It,5084
954,2022,Tems,Free Mind,1124
955,2022,Lizzo,About Damn Time,2473
956,2022,The Weeknd,Out Of Time,2653
957,2022,"Kendrick Lamar, Blxst & Amanda Reifer",Die Hard,2705
958,2022,Summer Walker & SZA,No Love,2760
959,2022,Steve Lacy,Bad Habit,2781
960,2022,Ella Mai,DFMU,2902
961,2022,Yung Bleu & Kehlani,Beautiful Lies,2908
962,2022,Queen Naija & Big Sean,Hate Our Love,2979
963,2022,Silk Sonic (Bruno Mars & Anderson .Paak),Love's Train,3040
964,2022,Mary J. Blige,Good Morning Gorgeous,3062
965,2022,Chris Brown Featuring WizKid,Call Me Everyday,3131
966,2022,Doja Cat,Woman,3197
967,2022,SZA,I Hate U,3197
968,2022,Muni Long,Hrs And Hrs,3199
969,2022,Brent Faiyaz,All Mine,3212
970,2022,The Weeknd,Sacrifice,3213
971,2022,Diddy & Bryson Tiller,Gotta Move On,3223
972,2022,Beyonce,Cuff It,3261
973,2022,Beyonce,Break My Soul,3313
974,2022,Fireboy DML & Ed Sheeran,Peru,3349
975,2022,Lucky Daye,Over,3466
976,2022,The Weeknd & Ariana Grande,Die For You,3521
977,2022,Steve Lacy,Static,3563
978,2022,The Weeknd,Is There Someone Else?,3593
979,2022,Beyonce,Alien Superstar,3614
980,2022,Chris Brown,Under The Influence,3711
981,2022,Ari Lennox,Pressure,3771
982,2022,Chris Brown,WE (Warm Embrace),3797
983,2022,Summer Walker & Ari Lennox,Unloyal,3821
984,2022,Silk Sonic (Bruno Mars & Anderson .Paak),Smokin Out The Window,3878
985,2022,Giveon,Lost Me,3881
986,2022,Muni Long,Time Machine,3888
987,2022,Chris Brown,Iffy,3929
988,2022,Tory Lanez,The Color Violet,3936
989,2022,Ella Mai Featuring Roddy Ricch,How,3968
990,2022,Summer Walker & JT,Ex For A Reason,4005
991,2022,SZA,Awkward,4047
992,2022,Steve Lacy,Dark Red,4074
993,2022,Summer Walker,Insane,4132
994,2022,Beyonce Featuring BEAM,Energy,4236
995,2022,Pharrell Williams,Just A Cloud Away,4316
996,2022,Kehlani Featuring Justin Bieber,Up At Night,4332
997,2022,Montell Fish,Hotel,4342
998,2022,Hotel Ugly,Shut Up My Moms Calling,4370
999,2022,Muni Long,Another,4400
1000,2022,Mariah The Scientist,Spread Thin,4401
1001,2022,Giveon,For Tonight,4415
1002,2022,RealestK,WFM,4445
1003,2022,Beyonce,Church Girl,4454
1004,2022,SZA,Shirt,4490
1005,2022,Rihanna,Lift Me Up,4493
1006,2022,Silk Sonic (Bruno Mars & Anderson .Paak) With Thundercat & Bootsy Collins,After Last Night,4522
1007,2022,Bryson Tiller,Outside,4548
1008,2022,Giveon,Lie Again,4575
1009,2022,Chloe,Have Mercy,4602
1010,2022,Beyonce,I'm That Girl,4637
1011,2022,Beyonce,Cozy,4649
1012,2022,Beyonce,Plastic Off The Sofa,4654
1013,2022,Post Malone With Mark Morrison & Sickick,Cooped Up / Return Of The Mack,4669
1014,2022,"Ronald Isley, Beyonce & The Isley Brothers",Make Me Say It Again Girl,4698
1015,2022,Thundercat,Them Changes,4698
1016,2022,Drake,Falling Back,4713
1017,2022,Beyonce,Heated,4742
1018,2022,Beyonce,Virgo's Groove,4745
1019,2022,H.E.R. Featuring Lil Baby,Find A Way,4775
1020,2022,Tank,I Deserve,4775
1021,2022,H.E.R.,Every Kind Of Way,4789
1022,2022,"The Weeknd Featuring Tyler, The Creator",Here We Go... Again,4826
1023,2022,The Weeknd,Best Friends,4832
1024,2022,Beyonce,Thique,4837
1025,2022,Beyonce Featuring Grace Jones & Tems,Move,4845
1026,2022,Snoh Aalegra,In Your Eyes,4849
1027,2022,Summer Walker Featuring Lil Durk,Toxic,4857
1028,2022,Frank Ocean,Lost,4873
1029,2022,Chloe,Treat Me,4912
1030,2022,Beyonce,Summer Renaissance,4917
1031,2022,The Weeknd Featuring Lil Wayne,I Heard You're Married,4918
1032,2022,BLEU & Nicki Minaj,Love In The Way,4925
1033,2022,Summer Walker & Cardi B,Bitter,4936
1034,2022,Kehlani,Everything,4940
1035,2022,"Metro Boomin, The Weeknd & 21 Savage",Creepin',4956
1036,2022,Wizkid Featuring Justin Bieber & Tems,Essence,4956
1037,2022,Doja Cat & The Weeknd,You Right,4959
1038,2022,Normani Featuring Cardi B,Wild Side,4965
1039,2022,Drake,Texts Go Green,4973
1040,2022,Drake,Calling My Name,4979
1041,2022,Lizzo,Someday At Christmas,4981
1042,2022,Brent Faiyaz,Loose Change,4984
1043,2022,Drake,A Keeper,4988
1044,2022,Chris Brown Featuring Jack Harlow,Psychic,4991
1045,2022,Brent Faiyaz,Price Of Fame,4993
1046,2022,Drake,Flight's Booked,4995
1047,2022,Chris Brown Featuring Lil Baby,Addicted,4997
1048,2022,Steve Lacy,Mercury,4999
1049,2022,Rihanna,Born Again,4999
1050,2022,Khalid,Last Call,5001
1051,2022,The Weeknd,Don't Break My Heart,5003
1052,2022,Beyonce,Pure/Honey,5005
1053,2022,Beyonce Featuring Kendrick Lamar,America Has A Problem,5008
1054,2023,SZA,Kill Bill,2553
1055,2023,"Metro Boomin, The Weeknd & 21 Savage",Creepin',2582
1056,2023,The Weeknd & Ariana Grande,Die For You,2705
1057,2023,SZA,Snooze,2714
1058,2023,Miguel,Sure Thing,2781
1059,2023,Chris Brown,Under The Influence,3332
1060,2023,Lizzo Featuring SZA,Special,3507
1061,2023,SZA,Shirt,3567
1062,2023,SZA,Nobody Gets Me,3614
1063,2023,SZA,Blind,3635
1064,2023,Kali Uchis,Moonlight,3646
1065,2023,SZA,Low,3648
1066,2023,SZA Featuring Phoebe Bridgers,Ghost In The Machine,3706
1067,2023,SZA,Love Language,3722
1068,2023,SZA Featuring Travis Scott,Open Arms,3774
1069,2023,Coco Jones,ICU,3795
1070,2023,Brent Faiyaz,Jackie Brown,3799
1071,2023,Kali Uchis,I Wish You Roses,3799
1072,2023,Beyonce,Cuff It,3905
1073,2023,Doechii Featuring Kodak Black,What It Is (Block Boy),3998
1074,2023,SZA,Seek & Destroy,4038
1075,2023,Ella Mai,This Is,4072
1076,2023,Rihanna,Lift Me Up,4163
1077,2023,"Tyler, The Creator Featuring Kali Uchis",See You Again,4219
1078,2023,PARTYNEXTDOOR,Her Way,4227
1079,2023,Usher,GLU,4242
1080,2023,Justine Skye Featuring Tyga,Collide,4248
1081,2023,The Weeknd Featuring Future,Double Fantasy,4355
1082,2023,Daniel Caesar,Always,4360
1083,2023,Tory Lanez,The Color Violet,4408
1084,2023,Hotel Ugly,Shut Up My Moms Calling,4411
1085,2023,Iniko,Jericho,4435
1086,2023,Summer Walker,Karma,4453
1087,2023,SZA Featuring Don Toliver,Used,4454
1088,2023,Steve Lacy,Bad Habit,4484
1089,2023,Marshmello & Brent Faiyaz,Fell In Love,4586
1090,2023,Steve Lacy,Dark Red,4608
1091,2023,Beyonce Featuring Kendrick Lamar,America Has A Problem,4620
1092,2023,SZA,Special,4694
1093,2023,Tina Turner,What's Love Got To Do With It,4743
1094,2023,SZA,Gone Girl,4858
1095,2023,"The Weeknd, Playboi Carti & Madonna",Popular,4878
1096,2023,Janelle Monae,Lipstick Lover,4932
1097,2023,SZA,SOS,4934
1098,2023,SZA,Notice Me,4942
1099,2023,SZA,Smoking On My Ex Pack,4946
1100,2023,Clara La San,In This Darkness,5019
1101,2023,Rihanna Featuring Jay-Z,Umbrella,5072
1102,2023,Rihanna,Diamonds,5076
1103,2023,"Tyler, The Creator Featuring A$AP Rocky",WHARF TALK,5082
1104,2023,Victoria Monet,On My Mama,5087
1105,2023,Daniel Caesar,Let Me Go,5090
1106,2023,Tank Featuring Chris Brown,See Through Love,5096
1107,2023,Daniel Caesar,Do You Like Me?,5099
1108,2023,Alicia Keys Featuring Khalid & Lucky Daye,Come For Me (Unlocked),5100
1109,2023,Lizzo,Someday At Christmas,5161
1110,2023,Chris Brown,Summer Too Hot,5162
1111,2023,Summer Walker Featuring Childish Gambino,New Type,5165
1112,2023,"The Weeknd, JENNIE & Lily Rose Depp",One Of The Girls,5165
1113,2023,Rihanna,Love On The Brain,5166
1114,2023,Summer Walker,Hardlife,5167
1115,2023,Rihanna,Needed Me,5167
1116,2023,Chloe & Chris Brown,How Does It Feel,5168
1117,2023,Daniel Caesar,Valentina,5168
1118,2023,Rihanna,B**** Better Have My Money,5169
1119,2023,Rihanna Featuring Drake,Work,5170
1120,2023,Rihanna,Rude Boy,5171
1121,2023,Summer Walker,How Does It Feel,5171
1122,2023,Summer Walker,Pull Up,5172
1123,2023,Rihanna,Pour It Up,5172
1124,2023,Summer Walker,Mind Yo Mouth,5173
1125,2023,Fridayy Featuring Chris Brown,Don't Give It Away,5173
1126,2023,Miguel,Give It To Me,5173
1127,2023,Don Toliver Featuring Wizkid,Slow Motion,5173
1128,2023,Janelle Monae,Champagne Shit,5173
1129,2023,Kali Uchis Featuring Don Toliver,Fantasy,5174
1130,2023,6LACK Featuring Don Toliver,Temporary,5174
1131,2023,Mariah Carey,It's A Wrap,5175
1132,2023,SZA,Conceited,5175
1133,2023,Jhene Aiko,Calm & Patient,5175
1134,2023,Don Toliver & Kali Uchis,4 Me,5175
1135,2023,Summer Walker,Finding Peace,5176
1136,2023,Victoria Monet Featuring Buju Banton,Party Girls,5176
1137,2023,Ambre Featuring Jvck James,I'm Baby,5176
